"usda_symbol","duration","growth_habit","native_status","usda_group","soil_ph_min","soil_ph_max","soil_texture_adapted","precip_min_in","precip_max_in","temp_min_f","moisture_use","shade_tolerance","drought_tolerance","salinity_tolerance","caco3_tolerance","fire_tolerance","anaerobic_tolerance","nitrogen_fixation","root_depth_min_in","height_mature_ft","growth_rate","lifespan","leaf_retention","bloom_period","foliage_color","flower_color"
"SYLA9","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYLAA","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYLAH5","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYLAH6","Perennial","Forb/herb","N","Dicot",5.8,7.4,"Coarse, Medium, Fine",12,32,-38,"High","Intermediate","Low","None","Medium","High","Medium","None",12,6,"Moderate","Long","No","Late Summer","Green","Yellow"
"SYLAL4","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYLAS","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYLO2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYMIH","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYNE2","Perennial","Tree","I, N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYNOE","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYNON","Perennial","Forb/herb","N","Dicot",5.5,7,"Medium, Fine",40,60,-33,"High","Intolerant","Low","None","Low","High","Medium","None",10,6,"Moderate","Short","No","Summer","Green","Purple"
"SYNOV","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYOOO","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYPAP2","Perennial","Forb/herb","N","Dicot",4.9,6.9,"Medium, Fine",30,55,-38,"Medium","Tolerant","Medium","None","Medium","High","None","None",10,2.5,"Moderate","Long","No","Late Summer","Dark Green","Purple"
"SYPIP","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYRA","Perennial","Shrub, Vine","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYRA2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYRA5","Perennial","Forb/herb","I, N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYRO3","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYSH","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYSTE","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYSU5","Annual, Biennial","Forb/herb","N","Dicot",5.6,7,"Medium, Fine",16,50,-3,"Medium","Intolerant","Low","None","Low","High","Medium","None",6,3,"Moderate",,"No","Late Summer","Green","Blue"
"SYTA","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYTE6","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYUN","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYUP","Perennial","Forb/herb","N, I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"SYUR","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TAAM","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"TAAS","Perennial","Tree","N","Gymnosperm",5.2,7.2,"Medium, Fine",40,100,7,"High","Intermediate","None","High","Low","None","High","None",36,100,"Slow","Long","No","Late Winter","Green","Brown"
"TABA","Perennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TACA5","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TACU3",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"TAER","Annual","Forb/herb","I, W","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TAGET","Annual, Perennial","Forb/herb, Subshrub","I, W, N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TAHE","Perennial","Shrub, Tree","N, I","Dicot",4.5,8,"Coarse, Medium, Fine",33,130,32,"High","Intolerant","Low","None","Medium","None","Low","None",30,60,"Rapid","Moderate","No","Spring","Green","White"
"TAKAK",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"TALE2","Perennial","Forb/herb","I, N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"TAOFC","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TAOFO","Perennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TAPA9","Perennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TARA","Perennial","Shrub, Tree","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TAST","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TATA",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"TATE3","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TAVU","Perennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TEACE","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TEAR60",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"TEATA","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TEATF2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TEBR3",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"TECA3","Perennial","Forb/herb","N","Dicot",4.5,8,"Medium, Fine",20,60,-43,"High","Intermediate","Low","Low","Medium","Low","High","None",4,3.3,"Moderate","Moderate","No","Summer","White-Gray","Purple"
"TECA5","Perennial","Shrub","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TECA8","Perennial","Shrub, Vine","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TECAC","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TEFI","Perennial","Shrub, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TEFI3","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"TEFL","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TEHA","Perennial","Shrub, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TEHE4","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TEIN","Perennial","Forb/herb","N, I","Fern",,,,,,,,,,,,,,,,,,,,,,
"TEJA","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TEKA3","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TEOA","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TEON","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TERE2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TEROC","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TEROR","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TESCS","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TESCV","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TESY","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TETO","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TEUN","Perennial","Forb/herb, Vine","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TEUR","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TEVI","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"THAB2","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"THAE",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"THAMA","Biennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"THBA","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"THBO","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"THBR","Biennial, Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"THCA7",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"THCA9",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"THCH","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"THCR3",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"THCU","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"THDA","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"THELO4",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"THFII","Annual, Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"THGE2","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"THGRG","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"THGRO","Perennial","Forb/herb","I, N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"THIN2","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"THIN6","Perennial","Graminoid","I","Monocot",5.6,8.4,"Coarse, Medium, Fine",12,24,-32,"Low","Intolerant","High","Medium","High","High","Low","None",16,2,"Moderate","Moderate","No","Mid Spring","Gray-Green","Yellow"
"THMA2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"THMI16",,"Graminoid",,"Monocot",,,,,,,,,,,,,,,,,,,,,,
"THOUI","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"THPH2",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"THPO7","Perennial","Graminoid","I","Monocot",6.6,10,"Coarse, Fine",10,28,-36,"Medium","Intolerant","Medium","High","High","Medium","Low","None",18,3.5,"Moderate","Long","No","Early Summer","Gray-Green","Yellow"
"THPU2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"THPU5","Perennial","Shrub, Subshrub","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"THPY4","Perennial","Graminoid","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"THRA","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"THRA2","Perennial","Tree","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"THRE5","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"THSAO","Biennial, Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"THSC","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"THSE4","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"THTE4","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"THTET2","Annual, Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"THTR8","Perennial","Graminoid","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"THYSA3","Perennial","Graminoid","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"TIAJ","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TIAMA","Perennial","Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TIAMC","Perennial","Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TIAMH","Perennial","Tree","I, N","Dicot",5,6.6,"Medium",35,80,-21,"High","Tolerant","Low","None","Low","Low","None","None",40,90,"Moderate","Moderate","No","Early Summer","Green","Yellow"
"TICA2","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TICOC2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TIFL2","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"TIJA","Perennial","Tree",,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"TILA7","Perennial","Shrub",,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"TINOE",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"TIPA","Perennial","Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TIPE","Perennial","Tree","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TIRO","Annual, Perennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TISE2","Perennial",,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"TITRU","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TIVA2","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"TOAL","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TOALC","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TOALM","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TOFL5","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TOPAF","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"TOPAP3","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"TOPR",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"TORAD","Perennial","Forb/herb, Shrub, Subshrub, Vine","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TORAR","Perennial","Forb/herb, Shrub, Subshrub, Vine","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TORUR",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"TORY","Perennial","Forb/herb, Shrub, Subshrub, Vine","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TOST","Annual, Biennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRACH6",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"TRAE6",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"TRAL11",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRAL2","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"TRAN14",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRAN4","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"TRAR10",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"TRAT","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRAU2","Annual, Biennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRBAA","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRBE","Annual","Graminoid","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"TRBI10","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"TRBI7",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRBI9","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"TRBO","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"TRBO6",,"Graminoid",,"Monocot",,,,,,,,,,,,,,,,,,,,,,
"TRBR6","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"TRCA5","Annual, Biennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRCAW2","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRCE3","Perennial","Graminoid","N","Monocot",4.5,6.5,"Medium, Fine",12,55,-43,"Medium","Intermediate","Low","None","Medium","High","High","None",10,1.3,"Moderate","Long","No","Early Summer","Green","Yellow"
"TRCO19","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"TRCR15",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRCRM","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"TRCY6",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"TRDA3","Perennial","Graminoid","N","Monocot",5.1,7.5,"Medium, Fine",16,50,-23,"High","Intolerant","Low","None","Low","High","Low","None",20,5,"Moderate","Long","No","Early Summer","Green","Yellow"
"TRDA5",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRDES","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TREMA","Perennial","Shrub, Tree","N, I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TREPO","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRERV2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TREV",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"TRFL","Perennial","Forb/herb","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"TRFL12",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"TRGA4","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"TRHA","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRHA5",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"TRHO6",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"TRHY2","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"TRHY3","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"TRICA","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRICH12",,"Nonvascular","N","Liverwort",,,,,,,,,,,,,,,,,,,,,,
"TRIGO","Annual","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRIN13","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"TRIN3","Annual","Forb/herb","W, I","Dicot",5.5,7.5,"Coarse",32,65,-7,"Medium","Intolerant","Low","None","None","None","Low","Medium",12,1.3,"Rapid",,"No","Early Spring","Green","Red"
"TRIPH","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"TRIPO2","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"TRIRA2","Perennial","Graminoid","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"TRJA","Perennial","Vine","I","Dicot",5.5,7,"Coarse, Medium, Fine",30,60,7,"Medium","Intermediate","Medium","None","Low","Low","None","None",12,2,"Rapid","Long","Yes","Early Summer","Dark Green","Orange"
"TRLA10","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRLA16","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"TRLA29",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRLE2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRLOO","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRLOP","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRLOP2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRLOS2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRLU3","Perennial","Forb/herb","I, N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"TRLU4","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"TRMA2","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRMA20","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"TRMIB2","Annual","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRMO14",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"TRMO19",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRMO20","Perennial","Graminoid","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"TRMOG","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRMOP","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRNA","Perennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRNE3","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRNI4",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"TRNIP",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"TROCS","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"TRPA10","Perennial","Forb/herb","I, N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"TRPE24",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRPLA","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRPS",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"TRPU15","Annual","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRPU16","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRPU18","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"TRPUS","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"TRRE10","Annual","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRRE2","Annual, Biennial","Forb/herb","W, N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRRH","Perennial","Shrub, Subshrub","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRRO2","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRSI4","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRSP","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"TRSP2","Perennial","Graminoid","N","Monocot",4.9,7.5,"Fine",12,50,-38,"Medium","Intermediate","Medium","Low","Low","High","None","None",12,1.9,"Moderate","Short","No","Indeterminate","Green","Yellow"
"TRSQ","Annual","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRST3","Perennial","Forb/herb","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"TRSU","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"TRSUS","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"TRSY",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRTE12",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRTU","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRTU2","Annual","Graminoid","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"TRVA5",,"Graminoid",,"Monocot",,,,,,,,,,,,,,,,,,,,,,
"TRVA7",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"TRVI","Perennial","Forb/herb","I, N","Monocot",4,8,"Medium, Fine",25,55,-38,"Medium","Intermediate","Medium","None","Low","None","None","None",4,1.1,"Rapid","Short","No","Spring","Green","Blue"
"TRWA3",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"TRWO","Annual, Perennial","Forb/herb","N, N?","Dicot",6.2,7,"Medium",10,60,-28,"Medium","Intermediate","Low","Medium","High","Medium","Medium","Medium",10,3.5,"Moderate","Moderate","No","Late Spring","Green","Red"
"TSHE","Perennial","Tree","N","Gymnosperm",4.5,6,"Medium",38,150,-23,"Medium","Tolerant","Low","None","None","Low","None","None",36,170,"Slow","Long","Yes","Mid Spring","Green",
"TUSU",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"TUTU",,,,"Monocot",,,,,,,,,,,,,,,,,,,,,,
"TUWE",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"TYBI",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"TYDO","Perennial","Forb/herb","N, I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"TYLOP",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"ULCR","Perennial","Tree","N","Dicot",5,8.1,"Coarse, Medium, Fine",20,70,-10,"Medium","Intermediate","Medium","None","Low","Low","None","None",24,90,"Rapid","Short","No","Late Summer","Green","Green"
"ULDAJ",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"ULDR",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"ULME",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"ULMUS","Perennial","Shrub, Tree","I, N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"ULSE","Perennial","Tree","N","Dicot",5,7.3,"Coarse, Medium",40,60,-21,"Medium","Tolerant","Medium","None","Medium","Low","None","None",24,70,"Rapid","Short","No","Late Summer","Green","Green"
"UMMA60",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"UMSC",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"URAR","Annual","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"URDE2","Annual","Graminoid","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"URDIG","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"URDIH","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"URFU2","Annual, Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"URMA3","Perennial","Graminoid","I","Monocot",5.2,6.9,"Coarse, Medium, Fine",28,100,22,"Medium","Intolerant","High","None","Low","High","None","None",12,5,"Rapid","Short","No","Mid Summer","Green","Yellow"
"URMU","Perennial","Graminoid","I","Monocot",5.3,8.7,"Coarse, Medium, Fine",30,200,17,"Medium","Intermediate","Medium","Low","Medium","Medium","Medium","None",36,3,"Rapid","Long","No","Indeterminate","Green","Purple"
"URRE2","Annual, Perennial","Graminoid","I, N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"URSI","Perennial","Shrub, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"URVI2","Annual","Graminoid","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"USBA60",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"USFI61",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"USLE60",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"USLO50",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"USMA",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
